All Dates and Details Purchases by Product/Service,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,
All Dates,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Vendor,Memo/Description,Quantity,Rate,Amount,Balance,SKU,Full name,Product/Service full name
,09/16/2024,Inventory Qty Adjust,61,,"25 more of my order of 75 have arrived. I've received 50 of the 75 ordered, to date. The remaining 25 will arrive in a few weeks.",25.00,109.50,"2,737.50","6,789.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/16/2024,Inventory Qty Adjust,61,,"25 more of my order of 75 have arrived. I've received 50 of the 75 ordered, to date. The remaining 25 will arrive in a few weeks.",-25.00,109.50,"-2,737.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/26/2024,Inventory Qty Adjust,65,,Received the remaining items ordered on PO 1190. This was a total of 75 ordered and delivered over 3 shipments.,30.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/26/2024,Inventory Qty Adjust,65,,Received the remaining items ordered on PO 1190. This was a total of 75 ordered and delivered over 3 shipments.,30.00,109.50,"3,285.00","7,336.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/26/2024,Inventory Qty Adjust,65,,Received the remaining items ordered on PO 1190. This was a total of 75 ordered and delivered over 3 shipments.,-30.00,109.50,"-3,285.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/04/2024,Inventory Qty Adjust,72,,Received in on 11-25-24,25.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/04/2024,Inventory Qty Adjust,72,,Received in on 11-25-24,25.00,109.50,"2,737.50","6,789.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/04/2024,Inventory Qty Adjust,72,,Received in on 11-25-24,-25.00,109.50,"-2,737.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/19/2024,Inventory Qty Adjust,74,,PO: 1228Received in on 12-16-24,25.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/19/2024,Inventory Qty Adjust,74,,PO: 1228Received in on 12-16-24,25.00,109.50,"2,737.50","6,789.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/19/2024,Inventory Qty Adjust,74,,PO: 1228Received in on 12-16-24,-25.00,109.50,"-2,737.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,02/10/2025,Inventory Qty Adjust,78,,,20.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,02/10/2025,Inventory Qty Adjust,78,,,20.00,109.50,"2,190.00","6,241.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,02/10/2025,Inventory Qty Adjust,78,,,-20.00,109.50,"-2,190.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/05/2025,Inventory Qty Adjust,83,,I must have either misscounted or forgot to input some I received...***OR I had some drop shipped from Boss directly to the customer. I think this is most likely the case!**,12.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/05/2025,Inventory Qty Adjust,83,,I must have either misscounted or forgot to input some I received...***OR I had some drop shipped from Boss directly to the customer. I think this is most likely the case!**,12.00,109.50,"1,314.00","5,365.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/05/2025,Inventory Qty Adjust,83,,I must have either misscounted or forgot to input some I received...***OR I had some drop shipped from Boss directly to the customer. I think this is most likely the case!**,-12.00,109.50,"-1,314.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/06/2025,Inventory Qty Adjust,85,,,23.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/06/2025,Inventory Qty Adjust,85,,,23.00,109.50,"2,518.50","6,570.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/06/2025,Inventory Qty Adjust,85,,,-23.00,109.50,"-2,518.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/25/2025,Inventory Qty Adjust,89,,,49.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/25/2025,Inventory Qty Adjust,89,,,49.00,109.50,"5,365.50","9,417.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/25/2025,Inventory Qty Adjust,89,,,-49.00,109.50,"-5,365.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/09/2025,Inventory Qty Adjust,93,,,50.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/09/2025,Inventory Qty Adjust,93,,,50.00,109.50,"5,475.00","9,526.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/09/2025,Inventory Qty Adjust,93,,,-50.00,109.50,"-5,475.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/10/2025,Inventory Qty Adjust,100,,,52.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/10/2025,Inventory Qty Adjust,100,,,52.00,109.50,"5,694.00","9,745.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/10/2025,Inventory Qty Adjust,100,,,-52.00,109.50,"-5,694.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,11/11/2025,Inventory Qty Adjust,108,,"Inventory Updated, 11.5.25",11.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,11/11/2025,Inventory Qty Adjust,108,,"Inventory Updated, 11.5.25",11.00,109.50,"1,204.50","5,256.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,11/11/2025,Inventory Qty Adjust,108,,"Inventory Updated, 11.5.25",-11.00,109.50,"-1,204.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/18/2025,Inventory Qty Adjust,120,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",50.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/18/2025,Inventory Qty Adjust,120,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",50.00,109.50,"5,475.00","9,526.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/18/2025,Inventory Qty Adjust,120,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",-50.00,109.50,"-5,475.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,01/28/2026,Inventory Qty Adjust,124,,Latest shipment arrived on 1/13/26 week.,75.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,01/28/2026,Inventory Qty Adjust,124,,Latest shipment arrived on 1/13/26 week.,75.00,109.50,"8,212.50","12,264.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,01/28/2026,Inventory Qty Adjust,124,,Latest shipment arrived on 1/13/26 week.,-75.00,109.50,"-8,212.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
"Total for FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,,,,725.00,,"$4,051.50",,,,
"FlexPro Armor Bucket Cover for 2-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 51""",,,,,,,,,,,,
,09/29/2025,Inventory Starting Value,START,,"FlexPro Armor Bucket Cover for 2-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 51"" - Opening inventory and value",1.00,,0.00,0.00,NU-BC-2851-C,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 51"""
"Total for FlexPro Armor Bucket Cover for 2-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 51""",,,,,,1.00,,$0.00,,,,
"FlexPro Armor Bucket Cover for EPBC ETI Buckets - 29"" x 45""",,,,,,,,,,,,
,06/30/2024,Inventory Starting Value,START,,FlexPro Armor Bucket Cover for EPBC ETI Buckets - Opening inventory and value,1.00,,0.00,0.00,NU-BC-2945-EPBC,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for EPBC ETI Buckets - 29"" x 45"""
"Total for FlexPro Armor Bucket Cover for EPBC ETI Buckets - 29"" x 45""",,,,,,1.00,,$0.00,,,,
"FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")",,,,,,,,,,,,
,05/22/2024,Inventory Starting Value,START,,1-Man Rigid 3 Panel Bucket Cover with Bracket Relief for SDP pin-on bucket - Opening inventory and value,1.00,87.00,87.00,87.00,NU-BC-BY2828,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")"
,09/16/2024,Inventory Qty Adjust,59,,Sold this to SDP in late June '24.,-1.00,,,87.00,NU-BC-BY2828,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")"
,09/16/2024,Inventory Qty Adjust,59,,Sold this to SDP in late June '24.,-1.00,87.00,-87.00,0.00,NU-BC-BY2828,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")"
,09/16/2024,Inventory Qty Adjust,59,,Sold this to SDP in late June '24.,1.00,87.00,87.00,87.00,NU-BC-BY2828,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")"
,09/27/2024,Inventory Qty Adjust,69,,PO 1190 delivered. Ordered 5.,5.00,,,87.00,NU-BC-BY2828,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")"
,09/27/2024,Inventory Qty Adjust,69,,PO 1190 delivered. Ordered 5.,5.00,87.00,435.00,522.00,NU-BC-BY2828,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")"
,09/27/2024,Inventory Qty Adjust,69,,PO 1190 delivered. Ordered 5.,-5.00,87.00,-435.00,87.00,NU-BC-BY2828,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")"
"Total for FlexPro Armor Bucket for SDP's, & other, 1-Man Pin-On Buckets with Bracket Relief (28"" x 28"")",,,,,,5.00,,$87.00,,,,
"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"", V2 Design",,,,,,,,,,,,
,10/25/2024,Inventory Starting Value,START,,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"", V2 Design - Opening inventory and value",1.00,,0.00,0.00,NU-BC-CC2834G,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"", V2 Design"
"Total for FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"", V2 Design",,,,,,1.00,,$0.00,,,,
"FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",,,,,,,,,,,,
,10/24/2023,Inventory Starting Value,START,,D-Shape Transmission Bucket Cover - Opening inventory and value,7.00,187.25,"1,310.75","1,310.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,11/22/2023,Inventory Qty Adjust,23,,"Alabama Power & GA Power both took 1 (each) to put in their ""Trail Process"" with the goal of it becoming on Southern Companies' ""Standards"". Shipped out one to Brink this morning...",-2.00,,,"1,310.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,11/22/2023,Inventory Qty Adjust,23,,"Alabama Power & GA Power both took 1 (each) to put in their ""Trail Process"" with the goal of it becoming on Southern Companies' ""Standards"". Shipped out one to Brink this morning...",-2.00,187.25,-374.50,936.25,NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,11/22/2023,Inventory Qty Adjust,23,,"Alabama Power & GA Power both took 1 (each) to put in their ""Trail Process"" with the goal of it becoming on Southern Companies' ""Standards"". Shipped out one to Brink this morning...",2.00,187.25,374.50,"1,310.75",NU-BC-D4577,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,01/08/2024,Inventory Qty Adjust,29,,Sold out of previous D-shape covers. Received in 20 new design D-shape covers last week. 1/5/24.,20.00,,,"1,310.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,01/08/2024,Inventory Qty Adjust,29,,Sold out of previous D-shape covers. Received in 20 new design D-shape covers last week. 1/5/24.,20.00,187.25,"3,745.00","5,055.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,01/08/2024,Inventory Qty Adjust,29,,Sold out of previous D-shape covers. Received in 20 new design D-shape covers last week. 1/5/24.,-20.00,187.25,"-3,745.00","1,310.75",NU-BC-D4577,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,06/19/2024,Inventory Qty Adjust,52,,"Picked up 2 more from my ""Stock Inventory"" located at Boss Products. I paid for these earlier this year.",2.00,,,"1,310.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,06/19/2024,Inventory Qty Adjust,52,,"Picked up 2 more from my ""Stock Inventory"" located at Boss Products. I paid for these earlier this year.",2.00,187.25,374.50,"1,685.25",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,06/19/2024,Inventory Qty Adjust,52,,"Picked up 2 more from my ""Stock Inventory"" located at Boss Products. I paid for these earlier this year.",-2.00,187.25,-374.50,"1,310.75",NU-BC-D4577,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,03/14/2025,Inventory Qty Adjust,86,,,2.00,,,"1,310.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,03/14/2025,Inventory Qty Adjust,86,,,2.00,187.25,374.50,"1,685.25",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,03/14/2025,Inventory Qty Adjust,86,,,-2.00,187.25,-374.50,"1,310.75",NU-BC-D4577,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,06/09/2025,Inventory Qty Adjust,94,,,5.00,,,"1,310.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,06/09/2025,Inventory Qty Adjust,94,,,5.00,187.25,936.25,"2,247.00",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,06/09/2025,Inventory Qty Adjust,94,,,-5.00,187.25,-936.25,"1,310.75",NU-BC-D4577,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,09/10/2025,Inventory Qty Adjust,99,,,5.00,,,"1,310.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,09/10/2025,Inventory Qty Adjust,99,,,5.00,187.25,936.25,"2,247.00",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,09/10/2025,Inventory Qty Adjust,99,,,-5.00,187.25,-936.25,"1,310.75",NU-BC-D4577,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,11/11/2025,Inventory Qty Adjust,102,,Inventory Update... likely missed updating QTY in the past. Updated count made on 11.5.25,2.00,,,"1,310.75",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,11/11/2025,Inventory Qty Adjust,102,,Inventory Update... likely missed updating QTY in the past. Updated count made on 11.5.25,2.00,187.25,374.50,"1,685.25",NU-BC-D4577,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
,11/11/2025,Inventory Qty Adjust,102,,Inventory Update... likely missed updating QTY in the past. Updated count made on 11.5.25,-2.00,187.25,-374.50,"1,310.75",NU-BC-D4577,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77"""
"Total for FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",,,,,,41.00,,"$1,310.75",,,,
