Sales by Customer Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Product/Service full name,Description,Quantity,Sales price,Amount,Balance,Customer full name,Class full name,Customer/Vendor message,Full name,Location full name,Location,Product/Service,Ship date,Service date,Ship via,SKU,Tax amount,Tax inclusive amount,Tax name,Transaction type,REF #,Payment method,Item class
,09/15/2025,Invoice,1418,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,215.00,215.00,"5,908.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,NU Sold Products,"PO: Email / Truck number 610278

Ordered by: Charles E Guess JR


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,,,"FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",09/15/2025,09/15/2025,UPS,NU-BC-2834,20.97,,AR-Washington-Fayetteville,Invoice,,Credit Card,NU Sold Products
,09/15/2025,Invoice,1418,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,15.00,15.00,"5,923.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Credit Card Processing Fee,"PO: Email / Truck number 610278

Ordered by: Charles E Guess JR


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,,,Credit Card Processing Fee,09/15/2025,,UPS,4%,1.46,,AR-Washington-Fayetteville,Invoice,,Credit Card,Credit Card Processing Fee
,09/15/2025,Invoice,1418,,Shipping,,,84.00,"6,007.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,,"PO: Email / Truck number 610278

Ordered by: Charles E Guess JR


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,,,,09/15/2025,,UPS,,8.19,,AR-Washington-Fayetteville,Invoice,,Credit Card,
,10/29/2025,Invoice,1444,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor ARCH Bucket Cover for 1.5-Man, 28"" x 34""","FlexPro Armor ARC Bucket Cover for 1.5-Man + Bucket Cover Bag. Collapsible 3 Panel Rigid Arching Design. Size: 28""x34"". Hand Made in the USA.",1.00,315.00,315.00,"6,322.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,NU Sold Products,"PO: Truck # 610145

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,,,"FlexPro Armor ARCH Bucket Cover for 1.5-Man, 28"" x 34""",10/31/2025,,UPS,NU-BC-2834-F,30.71,,AR-Washington-Fayetteville,Invoice,,Credit Card,NU Sold Products
,10/29/2025,Invoice,1444,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,18.00,18.00,"6,340.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Credit Card Processing Fee,"PO: Truck # 610145

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,,,Credit Card Processing Fee,10/31/2025,,UPS,4%,1.76,,AR-Washington-Fayetteville,Invoice,,Credit Card,Credit Card Processing Fee
,10/29/2025,Invoice,1444,,Shipping,,,55.00,"6,395.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,,"PO: Truck # 610145

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,,,,10/31/2025,,UPS,,5.36,,AR-Washington-Fayetteville,Invoice,,Credit Card,
,01/22/2026,Invoice,1483,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","FlexPro Armor Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,235.00,235.00,"6,630.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,NU Sold Products,"PO: Truck #681110

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,,,"FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",01/23/2026,01/22/2026,UPS,NU-BC-2834,22.92,,AR-Washington-Fayetteville,Invoice,,Credit Card,NU Sold Products
,01/22/2026,Invoice,1483,,Shipping,,,35.00,"6,665.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,,"PO: Truck #681110

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,,,,01/23/2026,,UPS,,3.41,,AR-Washington-Fayetteville,Invoice,,Credit Card,
,01/22/2026,Invoice,1483,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,12.00,12.00,"6,677.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Credit Card Processing Fee,"PO: Truck #681110

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,,,Credit Card Processing Fee,01/23/2026,,UPS,4%,1.17,,AR-Washington-Fayetteville,Invoice,,Credit Card,Credit Card Processing Fee
,01/22/2026,Invoice,1484,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","FlexPro Armor Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,235.00,235.00,"6,912.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,NU Sold Products,"PO: Truck 610146

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,,,"FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",01/23/2026,,UPS,NU-BC-2834,22.92,,AR-Washington-Fayetteville,Invoice,,Credit Card,NU Sold Products
,01/22/2026,Invoice,1484,,Shipping,,,35.00,"6,947.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,,"PO: Truck 610146

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,,,,01/23/2026,,UPS,,3.41,,AR-Washington-Fayetteville,Invoice,,Credit Card,
,01/22/2026,Invoice,1484,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,12.00,12.00,"6,959.87",AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Credit Card Processing Fee,"PO: Truck 610146

Ordered by: Jimmy Benz


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,,,Credit Card Processing Fee,01/23/2026,,UPS,4%,1.17,,AR-Washington-Fayetteville,Invoice,,Credit Card,Credit Card Processing Fee
Total for AEP/SWEPCO Fayetteville - Jimmy,,,,,,53.00,,"$6,959.87",,,,,,,,,,,,,$674.28,$0.00,,,,,
AEP/SWEPCO Tulsa,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/23/2024,Invoice,1098,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""","Transmission Bucket Cover for ""D-Shape"" Buckets.",2.00,600.00,"1,200.00","1,200.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,NU Sold Products,"PO: Verbal

Order by: Dave Bedwell


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA:AEP / SWEPCO - Tulsa (deleted)",AEP / SWEPCO - Tulsa (deleted),"FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",02/23/2024,02/23/2024,UPS,NU-BC-D4577,102.20,,OK-Tulsa-Tulsa,Invoice,,,NU Sold Products
,02/23/2024,Invoice,1098,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,58.00,58.00,"1,258.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,Credit Card Processing Fee,"PO: Verbal

Order by: Dave Bedwell


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA:AEP / SWEPCO - Tulsa (deleted)",AEP / SWEPCO - Tulsa (deleted),Credit Card Processing Fee,02/23/2024,02/23/2024,UPS,4%,0.00,,OK-Tulsa-Tulsa,Invoice,,,Credit Card Processing Fee
,02/23/2024,Invoice,1098,,Shipping,,,139.00,"1,397.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,,"PO: Verbal

Order by: Dave Bedwell


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,"AEP / SWEPCO - Shreveport, LA:AEP / SWEPCO - Tulsa (deleted)",AEP / SWEPCO - Tulsa (deleted),,02/23/2024,,UPS,,0.00,,OK-Tulsa-Tulsa,Invoice,,,
,07/26/2024,Invoice,1177,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""","FlexPro Armor Guard Bucket Cover for Transmission ""D-Shape"" Bucket with Upper Control Cover. Collapsible 4 Panel Rigid Design. Size: 45"" x 77"". Hand Made in the USA.",3.00,695.00,"2,085.00","3,482.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,NU Sold Products,"PO: Verbal/CallOrdered by: Dave BedwellThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,,,"FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",07/26/2024,07/26/2024,UPS,NU-BC-D4577,177.58,,OK-Tulsa-Tulsa,Invoice,,,NU Sold Products
,07/26/2024,Invoice,1177,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,97.00,97.00,"3,579.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,Credit Card Processing Fee,"PO: Verbal/CallOrdered by: Dave BedwellThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,,,Credit Card Processing Fee,07/26/2024,,UPS,4%,0.00,,OK-Tulsa-Tulsa,Invoice,,,Credit Card Processing Fee
,07/26/2024,Invoice,1177,,Shipping,,,142.00,"3,721.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,,"PO: Verbal/CallOrdered by: Dave BedwellThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,,,,07/26/2024,,UPS,,0.00,,OK-Tulsa-Tulsa,Invoice,,,
,01/15/2025,Invoice,1273,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",2.00,195.00,390.00,"4,111.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,NU Sold Products,"PO: TTS AEPOrdered by: Dave BedwellThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA:AEP / SWEPCO - Tulsa (deleted)",AEP / SWEPCO - Tulsa (deleted),"FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",01/15/2025,01/15/2025,UPS,NU-BC-2834,33.21,,OK-Tulsa-Tulsa,Invoice,,Credit Card,NU Sold Products
,01/15/2025,Invoice,1273,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"4,521.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,NU Sold Products,"PO: TTS AEPOrdered by: Dave BedwellThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,"AEP / SWEPCO - Shreveport, LA:AEP / SWEPCO - Tulsa (deleted)",AEP / SWEPCO - Tulsa (deleted),"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",01/15/2025,,UPS,NU-BC-2851,34.92,,OK-Tulsa-Tulsa,Invoice,,Credit Card,NU Sold Products
,01/15/2025,Invoice,1273,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""","FlexPro Armor Guard Bucket Cover for Transmission ""D-Shape"" Bucket with Upper Control Cover. Collapsible 4 Panel Rigid Design. Size: 45"" x 77"". Hand Made in the USA.",1.00,825.00,825.00,"5,346.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,NU Sold Products,"PO: TTS AEPOrdered by: Dave BedwellThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA:AEP / SWEPCO - Tulsa (deleted)",AEP / SWEPCO - Tulsa (deleted),"FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",01/15/2025,,UPS,NU-BC-D4577,70.27,,OK-Tulsa-Tulsa,Invoice,,Credit Card,NU Sold Products
,01/15/2025,Invoice,1273,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,76.00,76.00,"5,422.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,Credit Card Processing Fee,"PO: TTS AEPOrdered by: Dave BedwellThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA:AEP / SWEPCO - Tulsa (deleted)",AEP / SWEPCO - Tulsa (deleted),Credit Card Processing Fee,01/15/2025,,UPS,4%,0.00,,OK-Tulsa-Tulsa,Invoice,,Credit Card,Credit Card Processing Fee
,01/15/2025,Invoice,1273,,Shipping,,,140.00,"5,562.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,,"PO: TTS AEPOrdered by: Dave BedwellThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,"AEP / SWEPCO - Shreveport, LA:AEP / SWEPCO - Tulsa (deleted)",AEP / SWEPCO - Tulsa (deleted),,01/15/2025,,UPS,,0.00,,OK-Tulsa-Tulsa,Invoice,,Credit Card,
,09/25/2025,Invoice,1425,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""","FlexPro Armor Guard Bucket Cover for Transmission ""D-Shape"" Bucket with Upper Control Cover. Collapsible 4 Panel Rigid Design. Size: 45"" x 77"". Hand Made in the USA.",1.00,925.00,925.00,"6,487.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,NU Sold Products,"PO: Verbal

Ordered by: Dave Bedwell


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,,,"FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",09/25/2025,09/23/2025,UPS,NU-BC-D4577,78.78,,OK-Tulsa-Tulsa,Invoice,,Credit Card,NU Sold Products
,09/25/2025,Invoice,1425,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,47.00,47.00,"6,534.00",AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,Credit Card Processing Fee,"PO: Verbal

Ordered by: Dave Bedwell


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,,,Credit Card Processing Fee,09/25/2025,,UPS,4%,0.00,,OK-Tulsa-Tulsa,Invoice,,Credit Card,Credit Card Processing Fee
